Sector,Source,Year,Energy Use (quadrillion Btu)
Total End-Use,Electricity Related Losses,2012,149.0079
Total End-Use,Electricity Related Losses,2013,151.4843
Total End-Use,Electricity Related Losses,2014,152.2991
Total End-Use,Electricity Related Losses,2015,150.6043
Total End-Use,Electricity Related Losses,2016,150.2806
Total End-Use,Electricity Related Losses,2017,162.9006
Total End-Use,Electricity Related Losses,2018,165.4712
Total End-Use,Electricity Related Losses,2019,168.4314
Total End-Use,Electricity Related Losses,2020,171.7483
Total End-Use,Electricity Related Losses,2021,173.7855
Total End-Use,Electricity Related Losses,2022,176.0021
Total End-Use,Electricity Related Losses,2023,178.2298
Total End-Use,Electricity Related Losses,2024,180.5472
Total End-Use,Electricity Related Losses,2025,182.6337
Total End-Use,Electricity Related Losses,2026,186.1531
Total End-Use,Electricity Related Losses,2027,189.5575
Total End-Use,Electricity Related Losses,2028,193.035
Total End-Use,Electricity Related Losses,2029,196.5013
Total End-Use,Electricity Related Losses,2030,199.8485
Total End-Use,Electricity Related Losses,2031,203.2924
Total End-Use,Electricity Related Losses,2032,206.6731
Total End-Use,Electricity Related Losses,2033,210.1321
Total End-Use,Electricity Related Losses,2034,213.6049
Total End-Use,Electricity Related Losses,2035,216.9981
Total End-Use,Electricity Related Losses,2036,220.659
Total End-Use,Electricity Related Losses,2037,224.2724
Total End-Use,Electricity Related Losses,2038,228.0122
Total End-Use,Electricity Related Losses,2039,231.692
Total End-Use,Electricity Related Losses,2040,235.3515
Total End-Use,Electricity Related Losses,2041,239.9956
Total End-Use,Electricity Related Losses,2042,244.6224
Total End-Use,Electricity Related Losses,2043,249.1725
Total End-Use,Electricity Related Losses,2044,253.6989
Total End-Use,Electricity Related Losses,2045,258.2195
Total End-Use,Electricity Related Losses,2046,262.2856
Total End-Use,Electricity Related Losses,2047,266.4964
Total End-Use,Electricity Related Losses,2048,270.6565
Total End-Use,Electricity Related Losses,2049,274.8945
Total End-Use,Electricity Related Losses,2050,279.0398
Total End-Use,Discrepancy,2010,0.6949
Total End-Use,Discrepancy,2011,0.6513
Total End-Use,Discrepancy,2012,-0.1559
Total End-Use,Discrepancy,2013,0.9253
Total End-Use,Discrepancy,2014,-0.1533
Total End-Use,Discrepancy,2015,0.0854
Total End-Use,Discrepancy,2016,-0.5035
Total End-Use,Discrepancy,2017,2.3881
Total End-Use,Discrepancy,2018,3.8569
Total End-Use,Discrepancy,2019,5.7762
Total End-Use,Discrepancy,2020,6.9745
Total End-Use,Discrepancy,2021,7.0058
Total End-Use,Discrepancy,2022,7.0814
Total End-Use,Discrepancy,2023,7.1517
Total End-Use,Discrepancy,2024,7.2318
Total End-Use,Discrepancy,2025,7.3273
Total End-Use,Discrepancy,2026,7.3992
Total End-Use,Discrepancy,2027,7.482
Total End-Use,Discrepancy,2028,7.5618
Total End-Use,Discrepancy,2029,7.6367
Total End-Use,Discrepancy,2030,7.7118
Total End-Use,Discrepancy,2031,7.7915
Total End-Use,Discrepancy,2032,7.8618
Total End-Use,Discrepancy,2033,7.9287
Total End-Use,Discrepancy,2034,8.002
Total End-Use,Discrepancy,2035,8.0831
Total End-Use,Discrepancy,2036,8.1525
Total End-Use,Discrepancy,2037,8.2263
Total End-Use,Discrepancy,2038,8.3068
Total End-Use,Discrepancy,2039,8.3729
Total End-Use,Discrepancy,2040,8.4383
Total End-Use,Discrepancy,2041,8.5278
Total End-Use,Discrepancy,2042,8.6145
Total End-Use,Discrepancy,2043,8.6946
Total End-Use,Discrepancy,2044,8.782
Total End-Use,Discrepancy,2045,8.8718
Total End-Use,Discrepancy,2046,8.962
Total End-Use,Discrepancy,2047,9.0572
Total End-Use,Discrepancy,2048,9.1604
Total End-Use,Discrepancy,2049,9.2483
Total End-Use,Discrepancy,2050,9.3417
Total End-Use,Total Energy,2010,537.4975
Total End-Use,Total Energy,2011,553.0188
Total End-Use,Total Energy,2012,565.996
Total End-Use,Total Energy,2013,576.624
Total End-Use,Total Energy,2014,582.734
Total End-Use,Total Energy,2015,586.254
Total End-Use,Total Energy,2016,590.9841
Total End-Use,Total Energy,2017,609.5362
Total End-Use,Total Energy,2018,619.9881
Total End-Use,Total Energy,2019,626.9764
Total End-Use,Total Energy,2020,635.0324
Total End-Use,Total Energy,2021,641.3775
Total End-Use,Total Energy,2022,646.8841
Total End-Use,Total Energy,2023,652.4968
Total End-Use,Total Energy,2024,658.548
Total End-Use,Total Energy,2025,664.9169
Total End-Use,Total Energy,2026,672.344
Total End-Use,Total Energy,2027,680.3816
Total End-Use,Total Energy,2028,688.534
Total End-Use,Total Energy,2029,696.9733
Total End-Use,Total Energy,2030,705.1733
Total End-Use,Total Energy,2031,713.4769
Total End-Use,Total Energy,2032,721.1758
Total End-Use,Total Energy,2033,729.5619
Total End-Use,Total Energy,2034,737.9706
Total End-Use,Total Energy,2035,747.1564
Total End-Use,Total Energy,2036,756.3469
Total End-Use,Total Energy,2037,765.8232
Total End-Use,Total Energy,2038,775.4934
Total End-Use,Total Energy,2039,785.1092
Total End-Use,Total Energy,2040,794.8785
Total End-Use,Total Energy,2041,806.5858
Total End-Use,Total Energy,2042,818.1915
Total End-Use,Total Energy,2043,829.8997
Total End-Use,Total Energy,2044,841.7352
Total End-Use,Total Energy,2045,853.7039
Total End-Use,Total Energy,2046,865.0673
Total End-Use,Total Energy,2047,876.3677
Total End-Use,Total Energy,2048,888.0147
Total End-Use,Total Energy,2049,899.0377
Total End-Use,Total Energy,2050,910.6984
Electric Power,Liquids,2010,7.4146
Electric Power,Liquids,2011,7.7806
Electric Power,Liquids,2012,8.5009
Electric Power,Liquids,2013,8.1421
Electric Power,Liquids,2014,7.6119
Electric Power,Liquids,2015,7.2367
Electric Power,Liquids,2016,6.4573
Electric Power,Liquids,2017,6.4699
Electric Power,Liquids,2018,5.9355
Electric Power,Liquids,2019,5.4304
Electric Power,Liquids,2020,4.9285
Electric Power,Liquids,2021,4.5966
Electric Power,Liquids,2022,4.3048
Electric Power,Liquids,2023,4.0136
Electric Power,Liquids,2024,3.7225
Electric Power,Liquids,2025,3.4294
Electric Power,Liquids,2026,3.2523
Electric Power,Liquids,2027,3.0757
Electric Power,Liquids,2028,2.898
Electric Power,Liquids,2029,2.7251
Electric Power,Liquids,2030,2.5515
Electric Power,Liquids,2031,2.4382
Electric Power,Liquids,2032,2.327
Electric Power,Liquids,2033,2.2169
Electric Power,Liquids,2034,2.1065
Electric Power,Liquids,2035,1.9967
Electric Power,Liquids,2036,1.9186
Electric Power,Liquids,2037,1.8405
Electric Power,Liquids,2038,1.7608
Electric Power,Liquids,2039,1.6827
Electric Power,Liquids,2040,1.6049
Electric Power,Liquids,2041,1.5794
Electric Power,Liquids,2042,1.5537
Electric Power,Liquids,2043,1.5284
Electric Power,Liquids,2044,1.5032
Electric Power,Liquids,2045,1.4777
Electric Power,Liquids,2046,1.4739
Electric Power,Liquids,2047,1.4702
Electric Power,Liquids,2048,1.4666
Electric Power,Liquids,2049,1.4624
Electric Power,Liquids,2050,1.4587
Electric Power,Natural Gas,2010,39.7919
Electric Power,Natural Gas,2011,40.561
Electric Power,Natural Gas,2012,42.4141
Electric Power,Natural Gas,2013,41.4202
Electric Power,Natural Gas,2014,41.6922
Electric Power,Natural Gas,2015,43.8541
Electric Power,Natural Gas,2016,45.3027
Electric Power,Natural Gas,2017,46.4544
Electric Power,Natural Gas,2018,47.3894
Electric Power,Natural Gas,2019,47.2059
Electric Power,Natural Gas,2020,47.3859
Electric Power,Natural Gas,2021,47.1923
Electric Power,Natural Gas,2022,47.1719
Electric Power,Natural Gas,2023,46.9646
Electric Power,Natural Gas,2024,46.6428
Electric Power,Natural Gas,2025,46.6298
Electric Power,Natural Gas,2026,47.1615
Electric Power,Natural Gas,2027,47.6018
Electric Power,Natural Gas,2028,48.0522
Electric Power,Natural Gas,2029,48.2817
Electric Power,Natural Gas,2030,48.5805
Electric Power,Natural Gas,2031,49.4986
Electric Power,Natural Gas,2032,50.6131
Electric Power,Natural Gas,2033,51.4196
Electric Power,Natural Gas,2034,52.2709
Electric Power,Natural Gas,2035,53.0967
Electric Power,Natural Gas,2036,53.8804
Electric Power,Natural Gas,2037,54.7171
Electric Power,Natural Gas,2038,55.4912
Electric Power,Natural Gas,2039,56.2619
Electric Power,Natural Gas,2040,57.1524
Electric Power,Natural Gas,2041,57.9736
Electric Power,Natural Gas,2042,58.9011
Electric Power,Natural Gas,2043,59.7243
Electric Power,Natural Gas,2044,60.6378
Electric Power,Natural Gas,2045,61.5418
Electric Power,Natural Gas,2046,62.1243
Electric Power,Natural Gas,2047,62.6706
Electric Power,Natural Gas,2048,63.337
Electric Power,Natural Gas,2049,63.912
Electric Power,Natural Gas,2050,64.5394
Electric Power,Coal,2010,86.6804
Electric Power,Coal,2011,91.9235
Electric Power,Coal,2012,95.2187
Electric Power,Coal,2013,97.6991
Electric Power,Coal,2014,97.3802
Electric Power,Coal,2015,94.149
Electric Power,Coal,2016,91.6767
Electric Power,Coal,2017,91.7702
Electric Power,Coal,2018,90.8527
Electric Power,Coal,2019,89.9196
Electric Power,Coal,2020,88.9564
Electric Power,Coal,2021,88.6708
Electric Power,Coal,2022,88.6786
Electric Power,Coal,2023,88.7914
Electric Power,Coal,2024,88.9971
Electric Power,Coal,2025,89.0511
Electric Power,Coal,2026,88.8501
Electric Power,Coal,2027,88.6717
Electric Power,Coal,2028,88.5489
Electric Power,Coal,2029,88.6659
Electric Power,Coal,2030,88.6349
Electric Power,Coal,2031,88.6045
Electric Power,Coal,2032,88.4263
Electric Power,Coal,2033,88.5632
Electric Power,Coal,2034,88.5681
Electric Power,Coal,2035,88.6826
Electric Power,Coal,2036,88.7268
Electric Power,Coal,2037,88.6972
Electric Power,Coal,2038,88.7291
Electric Power,Coal,2039,88.7629
Electric Power,Coal,2040,88.8197
Electric Power,Coal,2041,89.2849
Electric Power,Coal,2042,89.7896
Electric Power,Coal,2043,90.2793
Electric Power,Coal,2044,90.8225
Electric Power,Coal,2045,91.3871
Electric Power,Coal,2046,92.5464
Electric Power,Coal,2047,93.7337
Electric Power,Coal,2048,94.9345
Electric Power,Coal,2049,96.1166
Electric Power,Coal,2050,97.3039
Electric Power,Nuclear,2010,27.3807
Electric Power,Nuclear,2011,26.2491
Electric Power,Nuclear,2012,24.478
Electric Power,Nuclear,2013,24.6535
Electric Power,Nuclear,2014,25.1392
Electric Power,Nuclear,2015,25.439
Electric Power,Nuclear,2016,25.7129
Electric Power,Nuclear,2017,27.415
Electric Power,Nuclear,2018,27.9585
Electric Power,Nuclear,2019,28.346
Electric Power,Nuclear,2020,28.7235
Electric Power,Nuclear,2021,28.8809
Electric Power,Nuclear,2022,28.8741
Electric Power,Nuclear,2023,28.9896
Electric Power,Nuclear,2024,29.4051
Electric Power,Nuclear,2025,29.5319
Electric Power,Nuclear,2026,29.9954
Electric Power,Nuclear,2027,30.5535
Electric Power,Nuclear,2028,31.1116
Electric Power,Nuclear,2029,31.6718
Electric Power,Nuclear,2030,32.2341
Electric Power,Nuclear,2031,32.4782
Electric Power,Nuclear,2032,32.6066
Electric Power,Nuclear,2033,32.8549
Electric Power,Nuclear,2034,33.1032
Electric Power,Nuclear,2035,33.3515
Electric Power,Nuclear,2036,33.6454
Electric Power,Nuclear,2037,33.9393
Electric Power,Nuclear,2038,34.2331
Electric Power,Nuclear,2039,34.527
Electric Power,Nuclear,2040,34.8209
Electric Power,Nuclear,2041,35.0769
Electric Power,Nuclear,2042,35.3329
Electric Power,Nuclear,2043,35.5889
Electric Power,Nuclear,2044,35.845
Electric Power,Nuclear,2045,36.101
Electric Power,Nuclear,2046,36.4555
Electric Power,Nuclear,2047,36.8099
Electric Power,Nuclear,2048,37.1644
Electric Power,Nuclear,2049,37.5189
Electric Power,Nuclear,2050,37.8731
Electric Power,Renewables,2010,41.0666
Electric Power,Renewables,2011,42.9742
Electric Power,Renewables,2012,45.1203
Electric Power,Renewables,2013,48.4023
Electric Power,Renewables,2014,50.7452
Electric Power,Renewables,2015,51.6466
Electric Power,Renewables,2016,54.9195
Electric Power,Renewables,2017,66.3332
Electric Power,Renewables,2018,71.9265
Electric Power,Renewables,2019,77.4854
Electric Power,Renewables,2020,83.424
Electric Power,Renewables,2021,87.8379
Electric Power,Renewables,2022,91.8961
Electric Power,Renewables,2023,95.9512
Electric Power,Renewables,2024,99.8821
Electric Power,Renewables,2025,103.8268
Electric Power,Renewables,2026,108.4752
Electric Power,Renewables,2027,113.1614
Electric Power,Renewables,2028,117.8632
Electric Power,Renewables,2029,122.6317
Electric Power,Renewables,2030,127.3501
Electric Power,Renewables,2031,131.6701
Electric Power,Renewables,2032,135.918
Electric Power,Renewables,2033,140.1768
Electric Power,Renewables,2034,144.5226
Electric Power,Renewables,2035,148.8663
Electric Power,Renewables,2036,153.4187
Electric Power,Renewables,2037,157.9513
Electric Power,Renewables,2038,162.5261
Electric Power,Renewables,2039,167.1119
Electric Power,Renewables,2040,171.5332
Electric Power,Renewables,2041,176.8834
Electric Power,Renewables,2042,182.0966
Electric Power,Renewables,2043,187.444
Electric Power,Renewables,2044,192.6806
Electric Power,Renewables,2045,197.9198
Electric Power,Renewables,2046,202.0866
Electric Power,Renewables,2047,206.2902
Electric Power,Renewables,2048,210.3512
Electric Power,Renewables,2049,214.5345
Electric Power,Renewables,2050,218.6639
Electric Power,Total Electric Power Sector,2010,202.3342
Electric Power,Total Electric Power Sector,2011,209.4885
Electric Power,Total Electric Power Sector,2012,215.7319
Electric Power,Total Electric Power Sector,2013,220.3173
Electric Power,Total Electric Power Sector,2014,222.5687
Electric Power,Total Electric Power Sector,2015,222.3254
Electric Power,Total Electric Power Sector,2016,224.0692
Electric Power,Total Electric Power Sector,2017,238.4428
Electric Power,Total Electric Power Sector,2018,244.0626
Electric Power,Total Electric Power Sector,2019,248.3873
Electric Power,Total Electric Power Sector,2020,253.4182
Electric Power,Total Electric Power Sector,2021,257.1785
Electric Power,Total Electric Power Sector,2022,260.9255
Electric Power,Total Electric Power Sector,2023,264.7104
Electric Power,Total Electric Power Sector,2024,268.6496
Electric Power,Total Electric Power Sector,2025,272.4689
Electric Power,Total Electric Power Sector,2026,277.7346
Electric Power,Total Electric Power Sector,2027,283.0642
Electric Power,Total Electric Power Sector,2028,288.4739
Electric Power,Total Electric Power Sector,2029,293.9762
Electric Power,Total Electric Power Sector,2030,299.3509
Electric Power,Total Electric Power Sector,2031,304.6897
Electric Power,Total Electric Power Sector,2032,309.8909
Electric Power,Total Electric Power Sector,2033,315.2313
Electric Power,Total Electric Power Sector,2034,320.5713
Electric Power,Total Electric Power Sector,2035,325.9939
Electric Power,Total Electric Power Sector,2036,331.5899
Electric Power,Total Electric Power Sector,2037,337.1453
Electric Power,Total Electric Power Sector,2038,342.7405
Electric Power,Total Electric Power Sector,2039,348.3464
Electric Power,Total Electric Power Sector,2040,353.931
Electric Power,Total Electric Power Sector,2041,360.7982
Electric Power,Total Electric Power Sector,2042,367.6738
Electric Power,Total Electric Power Sector,2043,374.5649
Electric Power,Total Electric Power Sector,2044,381.489
Electric Power,Total Electric Power Sector,2045,388.4275
Electric Power,Total Electric Power Sector,2046,394.6867
Electric Power,Total Electric Power Sector,2047,400.9746
Electric Power,Total Electric Power Sector,2048,407.2537
Electric Power,Total Electric Power Sector,2049,413.5444
Electric Power,Total Electric Power Sector,2050,419.839
Total Energy,Liquids,2010,177.1134
Total Energy,Liquids,2011,178.1151
Total Energy,Liquids,2012,180.905
Total Energy,Liquids,2013,182.5306
Total Energy,Liquids,2014,185.17
Total Energy,Liquids,2015,189.236
Total Energy,Liquids,2016,192.3045
Total Energy,Liquids,2017,196.3772
Total Energy,Liquids,2018,198.9067
Total Energy,Liquids,2019,201.4107
Total Energy,Liquids,2020,203.3438
Total Energy,Liquids,2021,204.2479
Total Energy,Liquids,2022,204.9958
Total Energy,Liquids,2023,205.4973
Total Energy,Liquids,2024,206.0977
Total Energy,Liquids,2025,206.9262
Total Energy,Liquids,2026,207.3929
Total Energy,Liquids,2027,208.2029
Total Energy,Liquids,2028,209.0014
Total Energy,Liquids,2029,209.8059
Total Energy,Liquids,2030,210.6537
Total Energy,Liquids,2031,211.6128
Total Energy,Liquids,2032,212.4554
Total Energy,Liquids,2033,213.3034
Total Energy,Liquids,2034,214.3079
Total Energy,Liquids,2035,215.5909
Total Energy,Liquids,2036,216.9236
Total Energy,Liquids,2037,218.3636
Total Energy,Liquids,2038,219.9364
Total Energy,Liquids,2039,221.3475
Total Energy,Liquids,2040,222.882
Total Energy,Liquids,2041,224.7715
Total Energy,Liquids,2042,226.5857
Total Energy,Liquids,2043,228.4582
Total Energy,Liquids,2044,230.3369
Total Energy,Liquids,2045,232.2627
Total Energy,Liquids,2046,234.2361
Total Energy,Liquids,2047,236.2908
Total Energy,Liquids,2048,238.4794
Total Energy,Liquids,2049,240.322
Total Energy,Liquids,2050,242.4784
Total Energy,Natural Gas,2010,119.4739
Total Energy,Natural Gas,2011,123.0407
Total Energy,Natural Gas,2012,125.8031
Total Energy,Natural Gas,2013,127.5078
Total Energy,Natural Gas,2014,128.2341
Total Energy,Natural Gas,2015,130.1315
Total Energy,Natural Gas,2016,132.8652
Total Energy,Natural Gas,2017,135.2757
Total Energy,Natural Gas,2018,138.1902
Total Energy,Natural Gas,2019,138.8932
Total Energy,Natural Gas,2020,139.9052
Total Energy,Natural Gas,2021,141.3506
Total Energy,Natural Gas,2022,142.2871
Total Energy,Natural Gas,2023,143.1639
Total Energy,Natural Gas,2024,143.9712
Total Energy,Natural Gas,2025,145.1821
Total Energy,Natural Gas,2026,147.1665
Total Energy,Natural Gas,2027,148.9179
Total Energy,Natural Gas,2028,150.7007
Total Energy,Natural Gas,2029,152.2809
Total Energy,Natural Gas,2030,153.7743
Total Energy,Natural Gas,2031,155.8944
Total Energy,Natural Gas,2032,157.9705
Total Energy,Natural Gas,2033,160.0602
Total Energy,Natural Gas,2034,162.1918
Total Energy,Natural Gas,2035,164.4619
Total Energy,Natural Gas,2036,166.3872
Total Energy,Natural Gas,2037,168.5964
Total Energy,Natural Gas,2038,170.7634
Total Energy,Natural Gas,2039,172.9608
Total Energy,Natural Gas,2040,175.3318
Total Energy,Natural Gas,2041,177.7108
Total Energy,Natural Gas,2042,180.1777
Total Energy,Natural Gas,2043,182.5719
Total Energy,Natural Gas,2044,185.0794
Total Energy,Natural Gas,2045,187.6381
Total Energy,Natural Gas,2046,189.8404
Total Energy,Natural Gas,2047,191.9514
Total Energy,Natural Gas,2048,194.3152
Total Energy,Natural Gas,2049,196.4473
Total Energy,Natural Gas,2050,198.8813
Total Energy,Coal,2010,155.1826
Total Energy,Coal,2011,164.8458
Total Energy,Coal,2012,170.9137
Total Energy,Coal,2013,173.7897
Total Energy,Coal,2014,173.0709
Total Energy,Coal,2015,168.7674
Total Energy,Coal,2016,162.595
Total Energy,Coal,2017,161.3757
Total Energy,Coal,2018,160.0896
Total Energy,Coal,2019,158.1461
Total Energy,Coal,2020,156.7278
Total Energy,Coal,2021,155.9609
Total Energy,Coal,2022,155.6045
Total Energy,Coal,2023,155.5206
Total Energy,Coal,2024,155.6111
Total Energy,Coal,2025,155.6036
Total Energy,Coal,2026,155.2934
Total Energy,Coal,2027,155.2068
Total Energy,Coal,2028,155.2005
Total Energy,Coal,2029,155.5401
Total Energy,Coal,2030,155.7602
Total Energy,Coal,2031,156.0513
Total Energy,Coal,2032,156.1351
Total Energy,Coal,2033,156.6697
Total Energy,Coal,2034,157.0363
Total Energy,Coal,2035,157.655
Total Energy,Coal,2036,158.2975
Total Energy,Coal,2037,158.8695
Total Energy,Coal,2038,159.5295
Total Energy,Coal,2039,160.2701
Total Energy,Coal,2040,161.0195
Total Energy,Coal,2041,162.3808
Total Energy,Coal,2042,163.7937
Total Energy,Coal,2043,165.2394
Total Energy,Coal,2044,166.7836
Total Energy,Coal,2045,168.3692
Total Energy,Coal,2046,170.5593
Total Energy,Coal,2047,172.7098
Total Energy,Coal,2048,174.9276
Total Energy,Coal,2049,177.0655
Total Energy,Coal,2050,179.2196
Total Energy,Nuclear,2010,27.3807
Total Energy,Nuclear,2011,26.2491
Total Energy,Nuclear,2012,24.478
Total Energy,Nuclear,2013,24.6535
Total Energy,Nuclear,2014,25.1392
Total Energy,Nuclear,2015,25.439
Total Energy,Nuclear,2016,25.7129
Total Energy,Nuclear,2017,27.415
Total Energy,Nuclear,2018,27.9585
Total Energy,Nuclear,2019,28.346
Total Energy,Nuclear,2020,28.7235
Total Energy,Nuclear,2021,28.8809
Total Energy,Nuclear,2022,28.8741
Total Energy,Nuclear,2023,28.9896
Total Energy,Nuclear,2024,29.4051
Total Energy,Nuclear,2025,29.5319
Total Energy,Nuclear,2026,29.9954
Total Energy,Nuclear,2027,30.5535
Total Energy,Nuclear,2028,31.1116
Total Energy,Nuclear,2029,31.6718
Total Energy,Nuclear,2030,32.2341
Total Energy,Nuclear,2031,32.4782
Total Energy,Nuclear,2032,32.6066
Total Energy,Nuclear,2033,32.8549
Total Energy,Nuclear,2034,33.1032
Total Energy,Nuclear,2035,33.3515
Total Energy,Nuclear,2036,33.6454
Total Energy,Nuclear,2037,33.9393
Total Energy,Nuclear,2038,34.2331
Total Energy,Nuclear,2039,34.527
Total Energy,Nuclear,2040,34.8209
Total Energy,Nuclear,2041,35.0769
Total Energy,Nuclear,2042,35.3329
Total Energy,Nuclear,2043,35.5889
Total Energy,Nuclear,2044,35.845
Total Energy,Nuclear,2045,36.101
Total Energy,Nuclear,2046,36.4555
Total Energy,Nuclear,2047,36.8099
Total Energy,Nuclear,2048,37.1644
Total Energy,Nuclear,2049,37.5189
Total Energy,Nuclear,2050,37.8731
Total Energy,Renewables,2010,58.3469
Total Energy,Renewables,2011,60.7681
Total Energy,Renewables,2012,63.8961
Total Energy,Renewables,2013,68.1424
Total Energy,Renewables,2014,71.1197
Total Energy,Renewables,2015,72.6801
Total Energy,Renewables,2016,77.5065
Total Energy,Renewables,2017,89.0925
Total Energy,Renewables,2018,94.8431
Total Energy,Renewables,2019,100.1804
Total Energy,Renewables,2020,106.3321
Total Energy,Renewables,2021,110.9372
Total Energy,Renewables,2022,115.1227
Total Energy,Renewables,2023,119.3254
Total Energy,Renewables,2024,123.4629
Total Energy,Renewables,2025,127.6732
Total Energy,Renewables,2026,132.4957
Total Energy,Renewables,2027,137.5004
Total Energy,Renewables,2028,142.5198
Total Energy,Renewables,2029,147.6745
Total Energy,Renewables,2030,152.751
Total Energy,Renewables,2031,157.4401
Total Energy,Renewables,2032,162.0083
Total Energy,Renewables,2033,166.6738
Total Energy,Renewables,2034,171.3313
Total Energy,Renewables,2035,176.0971
Total Energy,Renewables,2036,181.0932
Total Energy,Renewables,2037,186.0544
Total Energy,Renewables,2038,191.031
Total Energy,Renewables,2039,196.0037
Total Energy,Renewables,2040,200.8242
Total Energy,Renewables,2041,206.6458
Total Energy,Renewables,2042,212.3015
Total Energy,Renewables,2043,218.0413
Total Energy,Renewables,2044,223.6904
Total Energy,Renewables,2045,229.3329
Total Energy,Renewables,2046,233.9761
Total Energy,Renewables,2047,238.6058
Total Energy,Renewables,2048,243.1281
Total Energy,Renewables,2049,247.6839
Total Energy,Renewables,2050,252.246
Total Energy,Total,2010,537.4975
Total Energy,Total,2011,553.0188
Total Energy,Total,2012,565.996
Total Energy,Total,2013,576.624
Total Energy,Total,2014,582.734
Total Energy,Total,2015,586.254
Total Energy,Total,2016,590.9841
Total Energy,Total,2017,609.5362
Total Energy,Total,2018,619.9881
Total Energy,Total,2019,626.9764
Total Energy,Total,2020,635.0324
Total Energy,Total,2021,641.3775
Total Energy,Total,2022,646.8841
Total Energy,Total,2023,652.4968
Total Energy,Total,2024,658.548
Total Energy,Total,2025,664.9169
Total Energy,Total,2026,672.344
Total Energy,Total,2027,680.3816
Total Energy,Total,2028,688.534
Total Energy,Total,2029,696.9733
Total Energy,Total,2030,705.1733
Total Energy,Total,2031,713.4769
Total Energy,Total,2032,721.1758
Total Energy,Total,2033,729.5619
Total Energy,Total,2034,737.9706
Total Energy,Total,2035,747.1564
Total Energy,Total,2036,756.3469
Total Energy,Total,2037,765.8232
Total Energy,Total,2038,775.4934
Total Energy,Total,2039,785.1092
Total Energy,Total,2040,794.8785
Total Energy,Total,2041,806.5858
Total Energy,Total,2042,818.1915
Total Energy,Total,2043,829.8997
Total Energy,Total,2044,841.7352
Total Energy,Total,2045,853.7039
Total Energy,Total,2046,865.0673
Total Energy,Total,2047,876.3677
Total Energy,Total,2048,888.0147
Total Energy,Total,2049,899.0377
Total Energy,Total,2050,910.6984
